1.460000000000000000e+02 0.000000000000000000e+00
1.440000000000000000e+02 1.000000000000000000e+00
1.450000000000000000e+02 1.000000000000000000e+00
1.460000000000000000e+02 1.000000000000000000e+00
1.440000000000000000e+02 2.000000000000000000e+00
1.450000000000000000e+02 2.000000000000000000e+00
1.450000000000000000e+02 3.000000000000000000e+00
1.440000000000000000e+02 4.000000000000000000e+00
1.450000000000000000e+02 4.000000000000000000e+00
1.440000000000000000e+02 5.000000000000000000e+00
1.450000000000000000e+02 5.000000000000000000e+00
1.450000000000000000e+02 6.000000000000000000e+00
1.450000000000000000e+02 9.000000000000000000e+00
